id_kalimat,kalimat_asli,klausa,aspect,sentiment,provider,timestamp
1152,min sinyal hilang mulu kenapa ada apa,min sinyal hilang mulu kenapa ada apa,Stabilitas Jaringan,Negatif,ByU,2025-01-14 20:09
1153,kenapa kuotanya makin mahal ya mana tidak ada paket unlimited,kenapa kuotanya makin mahal ya mana tidak ada paket unlimited,Harga,Negatif,ByU,2025-03-10 19:11
1154,harga kuotanya mahal min kuota 11gb sebulan 35k diprovider sebelah harganya 20k,harga kuotanya mahal min kuota 11gb sebulan 35k diprovider sebelah harganya 20k,Harga,Negatif,ByU,2025-09-25 22:15
1155,lagi mencari graphic designer kah min,lagi mencari graphic designer kah min,Layanan Pelanggan,Netral,ByU,2025-06-28 14:19
1156,2 bulan menunggu kuota unlimited tidak muncul boros banget guys cepat habis baiknya kita pindah dulu ya,2 bulan menunggu kuota unlimited tidak muncul boros banget guys cepat habis baiknya kita pindah dulu ya,Layanan Pelanggan,Negatif,ByU,2025-05-28 11:51
1157,sinyalnya makin sini makin parah min btw paket unlimited sudah enggak ada ya,sinyalnya makin sini makin parah min btw paket unlimited sudah enggak ada ya,Stabilitas Jaringan,Negatif,ByU,2025-09-15 08:35
1158,buset yuk byu gue beli kouta 2 minggu yang lalu notip email baru sampai sekarang dm ig isinya bot semua,buset yuk byu gue beli kouta 2 minggu yang lalu notip email baru sampai sekarang dm ig isinya bot semua,Penanganan Gangguan,Negatif,ByU,2025-04-14 20:35
1159,kangen memakai jaringan yang 2 mbps itu,kangen memakai jaringan yang 2 mbps itu,Kecepatan Internet,Positif,ByU,2025-05-17 11:24
1160,bye bye by lu saatnya pindah kesebelah dulu sudah tidak waras lagi,bye bye by lu saatnya pindah kesebelah dulu sudah tidak waras lagi,Layanan Pelanggan,Negatif,ByU,2025-09-08 15:13
1161,kak by lu kenapa tidak bisa akses offline kalau mau ngisi harus ada paketnya,kak by lu kenapa tidak bisa akses offline kalau mau ngisi harus ada paketnya,Kemudahan Akses Layanan,Negatif,ByU,2025-08-11 09:59
1162,minimal jangan potong terus masa berlaku kuotanya,minimal jangan potong terus masa berlaku kuotanya,Harga,Negatif,ByU,2025-01-15 18:05
1163,byu data ya goib tidak seperti dulu masa 65gb 2 mnggu saja terus yang unlimited juga sudah hilang kalau mau reply saja lewat komen tidak usah lewat dm buat jelasin,byu data ya goib tidak seperti dulu masa 65gb 2 mnggu saja terus yang unlimited juga sudah hilang kalau mau reply saja lewat komen tidak usah lewat dm buat jelasin,Kecepatan Internet,Negatif,ByU,2025-04-18 13:03
1164,lagi butuh graphic designer apa bagaimana nih min,lagi butuh graphic designer apa bagaimana nih min,Layanan Pelanggan,Netral,ByU,2025-05-09 19:43
1165,kartu by lu saya hilang kalau buat lagi dengan nomor yang sama bagaimana min,kartu by lu saya hilang kalau buat lagi dengan nomor yang sama bagaimana min,Layanan Pelanggan,Negatif,ByU,2025-06-20 08:55
1166,pindah dulu deh topping pada hilang harga pada naik perlahan lahan,pindah dulu deh topping pada hilang harga pada naik perlahan lahan,Harga,Negatif,ByU,2025-03-03 13:51
1167,masa aktif 30 hari kenapa dipangkas jadi 14 hari mana harga ya sama pula,masa aktif 30 hari kenapa dipangkas,Harga,Negatif,ByU,2025-10-25 13:30
1168,masa aktif 30 hari kenapa dipangkas jadi 14 hari mana harga ya sama pula,jadi 14 hari mana harga ya sama pula,Harga,Negatif,ByU,2025-03-07 17:19
1169,desain grafis ya lagi mengambek ya min,desain grafis ya lagi mengambek ya min,Layanan Pelanggan,Negatif,ByU,2025-03-31 07:13
1170,sinyal kok tiba tina ling sih,sinyal kok tiba tina ling sih,Stabilitas Jaringan,Negatif,ByU,2025-11-30 13:47
1171,kalau no dideaktivasi bisa dibalikin min,kalau no dideaktivasi bisa dibalikin min,Layanan Pelanggan,Netral,ByU,2025-05-04 22:58
1172,pret lah percuma kalau tetap hilang paket unlimited ya kapan ada lagi kami butuh kepastian,pret lah percuma kalau tetap hilang paket unlimited ya kapan ada lagi kami butuh kepastian,Harga,Negatif,ByU,2025-07-08 13:25
1173,min id sini bantu jelasin lewat dm saya kenapa unlimited dihapuskan,min id sini bantu jelasin lewat dm saya kenapa unlimited dihapuskan,Layanan Pelanggan,Netral,ByU,2025-03-30 14:35
1174,bayu ya ya apa ya jaringanya jlk banget lemot,bayu ya ya apa ya jaringanya jlk banget lemot,Kecepatan Internet,Negatif,ByU,2025-03-11 16:24
1175,sinyal kalau malam kenapa lemah atuh,sinyal kalau malam kenapa lemah atuh,Stabilitas Jaringan,Negatif,ByU,2025-07-15 18:19
1176,tolong cek dm min kuota saya sudah dibayar tidak masuk,tolong cek dm min kuota saya sudah dibayar tidak masuk,Layanan Pelanggan,Negatif,ByU,2025-11-09 18:32
1177,min saya pakai by lu sudah lama semenjak saya ganti hp pakai kartu by lu yang lama kok jadi tidak ada jaringan itu kenapa ya min sebelum saya ganti hp kencang jaringan ya,jadi tidak ada jaringan itu kenapa ya min sebelum saya ganti hp kencang jaringan ya,Stabilitas Jaringan,Negatif,ByU,2025-06-29 22:29
1178,masih belum ada fitur anti spam telkomsel ya saja sudah ada,masih belum ada fitur anti spam telkomsel ya saja sudah ada,Keamanan Layanan,Negatif,ByU,2025-01-04 22:48
1179,tidak ah unlimited ya hilang,tidak ah unlimited ya hilang,Harga,Negatif,ByU,2025-03-27 17:58
1180,banyak komen tentang paket by lu unlimited 2 mpbsnya dan jujur saya juga kecewa karena hilangnya paketan tersebut kalau memang sudah tidak ada lama2 bisa pindah ke yang lain,banyak komen tentang paket by lu unlimited 2 mpbsnya,Harga,Netral,ByU,2025-04-07 18:20
1181,banyak komen tentang paket by lu unlimited 2 mpbsnya dan jujur saya juga kecewa karena hilangnya paketan tersebut kalau memang sudah tidak ada lama2 bisa pindah ke yang lain,karena hilangnya paketan tersebut kalau memang sudah tidak ada lama2 bisa pindah ke yang lain,Harga,Negatif,ByU,2025-12-14 08:36
1182,keciwi banget aku yang sangat terbantu dngn paket unlimited nya sekarang malah tidak ada jadi boros dan luntang lantung kuota kalau di akhir bulan begini,keciwi banget aku yang sangat terbantu dngn paket unlimited nya sekarang malah tidak ada,Harga,Negatif,ByU,2025-10-28 14:47
1183,keciwi banget aku yang sangat terbantu dngn paket unlimited nya sekarang malah tidak ada jadi boros dan luntang lantung kuota kalau di akhir bulan begini,dan luntang lantung kuota kalau di akhir bulan begini,Harga,Negatif,ByU,2025-12-05 07:16
1184,alasan pakai byu karena paket 2mbps malah menghilang,karena paket 2mbps malah menghilang,Harga,Negatif,ByU,2025-10-18 20:18
1185,kenapa paket unlimitednya sudah tidak ada lagi sedih pls balikin kuota unlimited 2mbps kesayanganku itu dong flish flish flissh,kenapa paket unlimitednya sudah tidak ada lagi sedih pls balikin kuota unlimited 2mbps kesayanganku itu dong flish flish flissh,Harga,Negatif,ByU,2025-01-05 13:21
1186,kok mahal mahal ya sekarang yang unlimited juga sudah gadaa,kok mahal mahal ya sekarang yang unlimited juga sudah gadaa,Harga,Negatif,ByU,2025-06-08 19:36
1187,min plis balas dm gua tapi jangan bot yang balas penting soalnya mau jelasin juga masalahnya apa,min plis balas dm gua,Layanan Pelanggan,Netral,ByU,2025-03-27 14:31
1188,min plis balas dm gua tapi jangan bot yang balas penting soalnya mau jelasin juga masalahnya apa,tapi jangan bot yang balas penting soalnya mau jelasin juga masalahnya apa,Layanan Pelanggan,Negatif,ByU,2025-12-18 17:16
1189,apaan nomor baru aktif banyak banget spam,apaan nomor baru aktif banyak banget spam,Keamanan Layanan,Negatif,ByU,2025-04-25 22:46
1190,ngisi kuota tidak bisa pakai virtual account sat,ngisi kuota tidak bisa pakai virtual account sat,Kemudahan Akses Layanan,Negatif,ByU,2025-03-21 22:29
1191,kenapa unlimited tidak ada lagi,kenapa unlimited tidak ada lagi,Kecepatan Internet,Negatif,ByU,2025-06-06 18:10
1192,by lu di rasuna kenapa ya lemot banget dmn2 juga sering lemot,by lu di rasuna kenapa ya lemot banget dmn2 juga sering lemot,Kecepatan Internet,Negatif,ByU,2025-12-05 22:11
1193,makin hari makin mahal 75rb sekarang cuma dapat 35gb dulu dapat 42gb,makin hari makin mahal 75rb sekarang cuma dapat 35gb dulu dapat 42gb,Harga,Negatif,ByU,2025-05-30 08:33
1194,min ini sinyal ya bagus tapi kenapa internet ya lemot min,min ini sinyal ya bagus,Stabilitas Jaringan,Positif,ByU,2025-01-02 09:52
1195,min ini sinyal ya bagus tapi kenapa internet ya lemot min,tapi kenaga internet ya lemot min,Kecepatan Internet,Negatif,ByU,2025-04-22 08:48
1196,by lu lag di graha kenapa ya,by lu lag di graha kenapa ya,Kecepatan Internet,Negatif,ByU,2025-03-01 20:08
1197,kenapa tidak bisa bayar pakai virtual account terus paketan juga banyak yang hilang katanya stay tuned tapi sudah 2 bulan begitu terus,kenapa tidak bisa bayar pakai virtual account terus paketan juga banyak yang hilang katanya stay tuned,Kemudahan Akses Layanan,Negatif,ByU,2025-05-27 14:04
1198,ini byu tidak ada kemajuan apa ya lagi ngerjain tugas tiba2 sinyal hilang blass tidak hujan tidak ada apa sudah mode pesawat aktifin lagi sinyal hilang sampai sejam baru ada lagi sinyalnya yaallah kagak mood lagi ngerjain tugas,ini byu tidak ada kemajuan apa ya lagi ngerjain tugas tiba2 sinyal hilang blass tidak hujan tidak ada apa sudah mode pesawat aktifin lagi sinyal hilang sampai sejam baru ada lagi sinyalnya yaallah kagak mood lagi ngerjain tugas,Stabilitas Jaringan,Negatif,ByU,2025-11-23 11:00
1199,di real life tidak seperti itu sejak paket unlimited hilang sinyal juga hilang an,di real life tidak seperti itu sejak paket unlimited hilang sinyal juga hilang an,Stabilitas Jaringan,Negatif,ByU,2025-05-07 23:29
1200,min sinyal saya hilang timbul selama 5 hari ini min kenapa ya,min sinyal saya hilang timbul selama 5 hari ini min kenapa ya,Stabilitas Jaringan,Negatif,ByU,2025-05-12 08:39
1201,buat kirim tugas siswa lemot,buat kirim tugas siswa lemot,Kecepatan Internet,Negatif,ByU,2025-01-21 22:42
1202,kagak bisa ngisi kuota nih,kagak bisa ngisi kuota nih,Kemudahan Akses Layanan,Negatif,ByU,2025-02-16 07:00
1203,entah sinyalnya jelek banget min kebanyakan ngelag,entah sinyalnya jelek banget min kebanyakan ngelag,Stabilitas Jaringan,Negatif,ByU,2025-07-18 20:00
1204,tolong kembalikan paket unlimted saya pakai by lu karena ada paket itu,tolong kembalikan paket unlimted saya pakai by lu,Harga,Negatif,ByU,2025-02-01 23:46
1205,tolong kembalikan paket unlimted saya pakai by lu karena ada paket itu,karena ada paket itu,Harga,Negatif,ByU,2025-12-09 16:01
1206,aplikasi kamu byu yang sering tidak jelas pembayaran va kadang tidak bisa,aplikasi kamu byu yang sering tidak jelas pembayaran va kadang tidak bisa,Layanan Pelanggan,Negatif,ByU,2025-09-17 20:51
1207,kenapa ada gangguan terus ya min tidak bisa isi kuota,kenapa ada gangguan terus ya min tidak bisa isi kuota,Penanganan Gangguan,Negatif,ByU,2025-05-31 12:06
1208,tadi malam telkom juga ngeleg by lu juga ngeleg,tadi malam telkom juga ngeleg by lu juga ngeleg,Kecepatan Internet,Negatif,ByU,2025-01-30 10:33
1209,min kartu saya hilang saya mau blokir kartu lama dan request cetak kartu baru lewat aplikasi tapi gagal login mulu via email kalau email lain bisa tapi email gua kagak tolong cek dm,min kartu saya hilang saya mau blokir kartu lama,Layanan Pelanggan,Negatif,ByU,2025-09-05 14:12
1210,min kartu saya hilang saya mau blokir kartu lama dan request cetak kartu baru lewat aplikasi tapi gagal login mulu via email kalau email lain bisa tapi email gua kagak tolong cek dm,dan request cetak kartu baru lewat aplikasi,Kecepatan Internet,Negatif,ByU,2025-02-20 23:16
1211,min kartu saya hilang saya mau blokir kartu lama dan request cetak kartu baru lewat aplikasi tapi gagal login mulu via email kalau email lain bisa tapi email gua kagak tolong cek dm,tapi email gua kagak tolong cek dm,Penanganan Gangguan,Negatif,ByU,2025-11-27 18:17
1212,mending buang kartu byu ya unlimited hilang kuita dari 30hr jadi 28hr jadi 14hr pea,mending buang kartu byu ya unlimited hilang kuita dari 30hr,Harga,Negatif,ByU,2025-01-26 19:05
1213,ah ngokk di depok lemot min,ah ngokk di depok lemot min,Kecepatan Internet,Negatif,ByU,2025-01-12 19:29
1214,ini byu sinyalnya dari beberapa minggu yang lalu hilang terus sinyalnya,ini byu sinyalnya dari beberapa minggu yang lalu hilang terus sinyalnya,Stabilitas Jaringan,Negatif,ByU,2025-01-19 14:44
1215,masalahnya pakai byu ngelag nih admin benaran pakai byu aps bukan sih providernya,masalahnya pakai byu ngelag nih admin benaran pakai byu aps bukan sih providernya,Kecepatan Internet,Negatif,ByU,2025-09-08 16:43
1216,saking jeleknya sinyal id di benhil jakarta pusat tiap buka appnya mau beli paketan pasti terjadi kesalahan alhasil kudu tethering pale baru bisa kebuka tuh aplikasi,saking jeleknya sinyal id di benhil jakarta pusat tiap buka appnya mau beli paketan pasti terjadi kesalahan alhasil kudu tethering pale baru bisa kebuka tuh aplikasi,Kemudahan Akses Layanan,Negatif,ByU,2025-06-27 09:41
1217,gangguan tidak bisa beli pulsa lewat app benerin lah,gangguan tidak bisa beli pulsa lewat app benerin lah,Kemudahan Akses Layanan,Negatif,ByU,2025-12-28 08:05
1218,aplikasi kenapa keluar sendiri giliran memasuki nomer malah gagal bagaimana nih kok makin makin ya,aplikasi kenapa keluar sendiri giliran memasuki nomer malah gagal bagaimana nih kok makin makin ya,Kemudahan Akses Layanan,Negatif,ByU,2025-09-13 19:24
1219,apaan kuota banyak tapi internet tidak bisa digunain tidak ada jaringan mulu kenapa begitu,apaan kuota banyak,Harga,Negatif,ByU,2025-07-18 22:03
1220,apaan kuota banyak tapi internet tidak bisa digunain tidak ada jaringan mulu kenapa begitu,tapi internet tidak bisa digunain tidak ada jaringan mulu kenapa begitu,Stabilitas Jaringan,Negatif,ByU,2025-03-21 07:44
1221,makin hari makin mahal dengan kualitas yang b saja,makin hari makin mahal dengan kualitas yang b saja,Harga,Negatif,ByU,2025-04-06 09:31
1222,min kode otpnya tidak bisa di memasuki sudah 6x tidak bisa terus padahal baru beli kuota eh mau daftar aplikasi by lu malah kode otpnya tidak bisa masuk,min kode otpnya tidak bisa di memasuki sudah 6x tidak bisa terus padahal baru beli kuota eh mau daftar aplikasi by lu malah kode otpnya tidak bisa masuk,Keamanan Layanan,Negatif,ByU,2025-11-28 20:41
1223,beli paket sudah tidak bisa pakai virtual akun bank,beli paket sudah tidak bisa pakai virtual akun bank,Kemudahan Akses Layanan,Negatif,ByU,2025-02-26 17:36
1224,kok topping zoom hilang min,kok topping zoom hilang min,Kemudahan Akses Layanan,Negatif,ByU,2025-05-28 10:57
1225,paket toping ggwp kok tidak ada min,paket toping ggwp kok tidak ada min,Kemudahan Akses Layanan,Negatif,ByU,2025-01-17 08:14
1226,kok tadi sinyalnya hilang ada yang sama tidak,kok tadi sinyalnya hilang ada yang sama tidak,Stabilitas Jaringan,Negatif,ByU,2025-01-07 22:17
1227,mau beli paket data tidak bisa kenapa ya,mau beli paket data tidak bisa kenapa ya,Kemudahan Akses Layanan,Negatif,ByU,2025-04-02 09:43
1228,ini sinyal ilang2an mulu sudah di restart di mode pesawat tetap saja begitu,ini sinyal ilang2an mulu sudah di restart di mode pesawat tetap saja begitu,Stabilitas Jaringan,Negatif,ByU,2025-06-30 15:57
1229,min ih gara gara sinyal hilang aku tiap beli harus meminta hotspot ke jualann min,min ih gara gara sinyal hilang aku tiap beli harus meminta hotspot ke jualann min,Stabilitas Jaringan,Negatif,ByU,2025-11-18 08:11
1230,min tiap mau beli kuota kaget 65gb kok tidak bisa ya tapi kalau jenis kuota lain bisa min bagaimana ya min,min tiap mau beli kuota kaget 65gb kok tidak bisa ya,Kemudahan Akses Layanan,Negatif,ByU,2025-01-30 17:01
1231,min tiap mau beli kuota kaget 65gb kok tidak bisa ya tapi kalau jenis kuota lain bisa min bagaimana ya min,tapi kalau jenis kuota lain bisa min bagaimana ya min,Kemudahan Akses Layanan,Positif,ByU,2025-01-31 13:37
1232,woy tidak bisa login aplikasi tidak jelas nih ah,woy tidak bisa login aplikasi tidak jelas nih ah,Kemudahan Akses Layanan,Negatif,ByU,2025-04-05 19:59
580,kalau buat ke malaysia singapura roaming juga tidak jadi masalah karena pakai im3 platinum mulai dari 100 ribu per bulan dapat kuota 50gb yang aktif juga di malaysia dan singapura tanpa perlu beli paket roaming lagi sudah termasuk perlindungan satspam dari nomor modus yang bisa diaktifkan di myim3 jadi tinggal fokus liburan urusan internet aman gabung im3 platinum sekarang di myim3 atau im3 id shop,karena pakai im3 platinum mulai dari 100 ribu per bulan dapat kuota 50gb yang aktif juga di malaysia,Layanan Pelanggan,Positif,IM3,2025-12-03 16:10
581,jaringan mu lemot banget woi,jaringan mu lemot banget woi,Stabilitas Jaringan,Negatif,IM3,2025-09-19 14:36
582,jaringan mu lemot banget min,jaringan mu lemot banget min,Stabilitas Jaringan,Negatif,IM3,2025-05-27 19:43
583,minimal min jaringan ya normal ini lagi lah ganggu aktivitas kalau lemot mulu kayak begini,minimal min jaringan ya normal ini lagi lah ganggu aktivitas kalau lemot mulu kayak begini,Stabilitas Jaringan,Negatif,IM3,2025-04-29 17:24
584,min ini sinyal indosat bagaimana ini tidak stabil saya main free fire ngelag mulu,min ini sinyal indosat bagaimana ini tidak stabil saya main free fire ngelag mulu,Stabilitas Jaringan,Negatif,IM3,2025-07-25 11:50
585,jangan mau jadi platinum cuma bayar doang tapi tidak dikasih jaringan respon cuma suruh restart hp doang tidak ada solusi lain sudah 2 minggu gua restart hp,platinum cuma bayar doang,Harga,Negatif,IM3,2025-10-23 09:32
586,jangan mau jadi platinum cuma bayar doang tapi tidak dikasih jaringan respon cuma suruh restart hp doang tidak ada solusi lain sudah 2 minggu gua restart hp,tidak dikasih jaringan respon cuma suruh restart hp doang tidak ada solusi lain sudah 2 minggu gua restart hp,Layanan Pelanggan,Negatif,IM3,2025-02-24 18:03
587,pliss balikkin 30rb bulan disini tidak bisa beli yang 32k 35k,pliss balikkin 30rb bulan disini tidak bisa beli yang 32k 35k,Harga,Negatif,IM3,2025-04-04 20:14
588,indosat aku bner2 tidak ikhlas nomerku dijual untuk iklan tanpa izin sms isinya semua iklan ini sangat menganggu asli tidak ridho tidak akan berkah apa yang kalian lakukan tolong hentikan nomer ku untuk sms iklan tidak jelas kalian bner2 tidak bisa menjaga data pribadi payah bu menteri,indosat aku bner2 tidak ikhlas nomerku dijual untuk iklan tanpa izin sms isinya semua iklan ini sangat menganggu asli tidak ridho tidak akan berkah apa yang kalian lakukan tolong hentikan nomer ku untuk sms iklan tidak jelas kalian bner2 tidak bisa menjaga data pribadi payah bu menteri,Keamanan Layanan,Negatif,IM3,2025-11-27 09:21
